고난살수	묵필(墨筆)	무협	남자	1458.1.2 .40
주향만리	홍형(洪瑩)	무협	같음	271.0.0 .10
나는영웅이다	발도	현대판타지	남자	214665.782.11 .40
마계군주제로	엽사	판타지	남자	761874.5391.14 .40
소울드라이브	엽사	판타지	남자	130833.0.2 .20
구주팔황마신독	신독	무협	남자	1934242.3305.59 .50
무장원행장기	자우	무협	남자	200284.616.13 .50
타이탄무림가다	유진산	퓨전	남자	150068.32.7 .40
악플러	새벽녘	게임	남자	6131.11.6 .20
광천만기	고렘	무협	남자	510625.895.38 .40
마검왕	나민채	퓨전	남자	571612.71.7 .40
그놈이돌아왔다	현무지기	현대판타지	남자	45583.45.0 .30
피어나는숲	한상현	퓨전	남자	476.2.1 .30
달이지다	풍백(風伯)	무협	남자	92438.385.11 .50
마도전설	요도	무협	남자	304411.88.10 .50
두억시니	니르바나	일반소설 공포·미스테리	남자	14256.236.19 .40
도시의히어로	황규영	현대판타지	남자	829818.4521.26 .40
연재모음	금강	무협	남자	681647.2149.22 .50
흑호전설	석왕	무협	남자	8858.1.1 .10
철왕전기	성상현	무협	남자	354957.262.28 .50
절세신검존	태황(太皇)	무협	남자	28819.71.9 .50
눈의정령왕	희공	판타지	남자	7370.55.11 .10
개성	화장실	퓨전	남자	40945.30.56 .40
학사무경	소유현	무협	남자	238946.900.8 .50
비영문	조철산	무협	남자	470294.79.10 .50
화려한귀환	월문선	현대판타지	남자	998675.22634.0 .30
당신의이야기	hiyan	로맨스	남자	12861.108.60 .50
풍우뇌협	장상수	무협	남자	119269.66.20 .50
패황체이스	지원31	판타지	남자	78681.397.18 .50
참마전기	황규영	무협	남자	448581.95.14 .50
개파대조	갈색미소	무협	남자	757086.521.30 .50
그믐달산장	유기선	판타지	남자	2493.4.4 .30
사이딘의영주	일월광천	판타지	남자	203154.698.7 .40
환상소환사	베리벨	판타지	남자	2569.7.6 .20
강호풍운록	천공의시	무협	남자	8593.8.6 .50
사채업자[E]	형상준	게임	남자	36617.316.24 .30
시크하게가자	파란미르	퓨전	남자	4823.12.10 .30
